Time (sec),Axis0 Target Position (m),Axis0 Actual Position (m),Axis0 Target Velocity (m/s),Axis0 Actual Velocity (m/s),Axis0 Control Output (%),Axis0 Status Bits
4.72,5.00545692,4.99547243,0.721220851,-0.362681061,-0.40270853,16#0C202000
4.721,5.00620127,4.99531507,0.767940342,-0.335838526,-0.329232991,16#0C202000
4.722,5.00699234,4.99496078,0.814491868,-0.311602056,-0.251539797,16#0C202000
4.723,5.00783014,4.99484253,0.86087513,-0.291009635,-0.174700841,16#0C202000
4.724,5.0087142,4.99460649,0.907084405,-0.272979587,-0.095145516,16#0C202000
4.725,5.00964451,4.99444866,0.95312506,-0.255476803,-0.014428712,16#0C202000
4.726,5.01062059,4.99433088,0.998991489,-0.236649007,0.04570714,16#0C202000
4.727,5.01164246,4.99413395,1.04468906,-0.215861008,0.103286795,16#0C202000
4.728,5.01270962,4.99413395,1.09021211,-0.193570241,0.16033338,16#0C202000
4.729,5.01382256,4.99393702,1.13556612,-0.170568421,0.220235869,16#0C202000
4.73,5.01498079,4.99389791,1.18075097,-0.147919908,0.280522436,16#0C202000
4.731,5.01618433,4.99385834,1.22576094,-0.127106071,0.341776818,16#0C202000
4.732,5.01743221,4.99377966,1.27060151,-0.108593993,0.404783577,16#0C202000
4.733,5.0187254,4.99374008,1.31526697,-0.091796309,0.469032824,16#0C202040
4.734,5.02006292,4.9936614,1.35976291,-0.076933026,0.535199046,16#0C202040
4.735,5.0214448,4.99358273,1.40408349,-0.065339841,0.60317868,16#0C202040
4.736,5.02287102,4.99370098,1.44823432,-0.057636075,0.6705302,16#0C202040
4.737,5.02434111,4.9936223,1.49221539,-0.05140093,0.74071157,16#0C202040
4.738,5.02585506,4.99370098,1.53602076,-0.042542093,0.811297357,16#0C202040
4.739,5.02741337,4.99358273,1.57965624,-0.029836509,0.885297298,16#0C202040
4.74,5.02901459,4.99358273,1.6231159,-0.016616726,0.960504174,16#0C202040
4.741,5.0306592,4.9936614,1.66640556,-0.007467751,1.03621757,16#0C202040
4.742,5.0323472,4.99370098,1.70952487,-0.002929977,1.11348999,16#0C202040
4.743,5.03407812,4.99381876,1.75246847,0.001442293,1.1914624,16#0C202040
4.744,5.03585196,4.99389791,1.79524159,0.010753292,1.27109611,16#0C202040
4.745,5.0376687,4.99401569,1.83784437,0.027099492,1.35197902,16#0C202040
4.746,5.03952789,4.99409437,1.8802712,0.048807215,1.43482995,16#0C202040
4.747,5.04142952,4.99417353,1.92252755,0.071419746,1.5195713,16#0C202040
4.748,5.04337263,4.99433088,1.96460783,0.090074159,1.60520768,16#0C202040
4.749,5.04535818,4.99440956,2.00651741,0.10235215,1.69312727,16#0C202000
4.75,5.04738569,4.99472427,2.04825664,0.109769382,1.78025365,16#0C202000
4.751,5.04945469,4.99496078,2.08981967,0.117789365,1.86872661,16#0C202000
4.752,5.05156517,4.99515772,2.131212,0.13307178,1.95924556,16#0C202000
4.753,5.05371714,4.99547243,2.17243361,0.157956958,2.27375221,16#0C202000
4.754,5.05591011,4.9958663,2.21347904,0.189767569,2.77019691,16#0C202000
4.755,5.05814409,4.99645662,2.254354,0.226922631,3.25856781,16#0C202000
4.756,5.06041861,4.99692917,2.29505253,0.272331953,3.75475025,16#0C202000
4.757,5.06273413,4.99751997,2.33558607,0.32891807,4.25181007,16#0C202000
4.758,5.06509018,4.99826765,2.37594318,0.394947141,4.7433157,16#0C202000
4.759,5.06748581,4.99909449,2.41612434,0.466901898,5.23082066,16#0C202000
4.76,5.06992197,5.00043297,2.4561348,0.546036303,5.68649197,16#0C202000
4.761,5.07239819,5.00204754,2.49597478,0.643173397,6.1105442,16#0C202000
4.762,5.07491398,5.00330734,2.53564382,0.774443567,6.54464626,16#0C202000
4.763,5.07746935,5.00511837,2.5751369,0.944748461,6.95135117,16#0C202000
4.764,5.0800643,5.00649595,2.61445951,1.13822722,7.37545681,16#0C202000
4.765,5.08269835,5.0098033,2.65361118,1.33423507,7.68457317,16#0C202000
4.766,5.08537149,5.01161432,2.69259262,1.53238857,8.03324986,16#0C202000
4.767,5.08808374,5.01374006,2.73139811,1.74329221,8.38549519,16#0C202000
4.768,5.09083414,5.01598454,2.77002764,1.95345509,8.73473644,16#0C202000
4.769,5.09362364,5.01897669,2.80849195,2.13110995,9.0357542,16#0C202000
4.77,5.09645081,5.0214963,2.84678078,2.26548862,9.34444332,16#0C202000
4.771,5.09931707,5.02358294,2.88489938,2.36918688,9.68868923,16#0C202000
4.772,5.10222101,5.02736235,2.92284727,2.45307684,9.94277287,16#0C202000
4.773,5.10516262,5.0303936,2.96061993,2.5313499,10.1996889,16#0C202000
4.774,5.1081419,5.03370094,2.99822211,2.63214755,10.4420061,16#0C202000
4.775,5.11115885,5.03720474,3.03565454,2.77410531,10.6654348,16#0C202000
4.776,5.11421347,5.03999996,3.07291675,2.9461534,10.9275427,16#0C202000
4.777,5.1173048,5.04413414,3.11000371,3.11716628,11.123971,16#0C202000
4.778,5.12043333,5.04751968,3.14692092,3.2619338,11.3361292,16#0C202000
4.779,5.12359858,5.05181122,3.18366814,3.38004899,11.4985228,16#0C202000
4.78,5.12680054,5.0560236,3.2202456,3.49091029,11.6405973,16#0C202000
4.781,5.13003922,5.0601182,3.2566483,3.61706233,11.7807341,16#0C202000
4.782,5.13331366,5.06464577,3.29288125,3.768291,11.8923349,16#0C202000
4.783,5.13662481,5.06913376,3.32894492,3.93710136,11.9921732,16#0C202000
4.784,5.13997126,5.07397652,3.36483359,4.11026001,12.063014,16#0C202000
4.785,5.14335442,5.07767725,3.40055871,4.27377081,12.1947279,16#0C202000
4.786,5.14677286,5.08251953,3.4361093,4.40528774,12.2849569,16#0C202000
4.787,5.15022659,5.0870471,3.47149062,4.48366117,12.3744802,16#0C202000
4.788,5.15371561,5.09125996,3.50669765,4.51017141,12.4854403,16#0C202000
4.789,5.15723991,5.09692907,3.54174137,4.50805664,12.5125761,16#0C202000
4.79,5.16079903,5.10212612,3.57661104,4.51586008,12.5260019,16#0C202000
4.791,5.16439295,5.1075983,3.61131215,4.5792985,12.5141497,16#0C202000
4.792,5.16802168,5.11188984,3.6458447,4.71689796,12.5671453,16#0C202000
4.793,5.17168427,5.11700773,3.68020368,4.89185619,12.6012106,16#0C202000
4.794,5.17538166,5.12141752,3.71439433,5.03484917,12.6726427,16#0C202000
4.795,5.17911339,5.12637806,3.74842215,5.09350824,12.7287664,16#0C202000
4.796,5.18287897,5.13165379,3.78227663,5.06225729,12.7564688,16#0C202000
4.797,5.18667746,5.13830709,3.81595802,4.98948908,12.6779108,16#0C202000
4.798,5.19051075,5.14157486,3.84947705,4.95104313,12.7662039,16#0C202000
4.799,5.19437647,5.14594507,3.88282347,4.9729805,12.8729372,16#0C202000
4.8,5.19827652,5.15291357,3.91600752,5.00694895,12.8186693,16#0C202000
4.801,5.202209,5.15688992,3.94901896,5.01868773,12.8755178,16#0C202000
4.802,5.2061739,5.16255903,3.98185849,5.02882195,12.8812437,16#0C202000
4.803,5.21017218,5.16618109,4.0145359,5.04902792,12.9956331,16#0C202000
4.804,5.21420336,5.17185068,4.04704666,5.05364084,13.0345564,16#0C202000
4.805,5.21826649,5.17787409,4.07938528,5.02649355,13.0098219,16#0C202000
4.806,5.22236156,5.18346453,4.11155796,5.00357342,12.9795942,16#0C202000
4.807,5.22648954,5.18885851,4.14356375,5.04374075,12.9597826,16#0C202000
4.808,5.23064899,5.19543314,4.17540359,5.16853714,12.8676767,16#0C202000
4.809,5.23484039,5.19799232,4.2070775,5.34328413,13.0026197,16#0C202000
4.81,5.23906279,5.2044096,4.23858023,5.48464966,13.0064096,16#0C202000
4.811,5.2433176,5.21027565,4.26992273,5.51674509,12.976325,16#0C202000
4.812,5.24760294,5.21543312,4.30109453,5.4524231,12.9751825,16#0C202000
4.813,5.25191927,5.22295284,4.33210087,5.37894058,12.8336611,16#0C202000
4.814,5.25626707,5.22622061,4.3629427,5.37355804,12.8976412,16#0C202000
4.815,5.26064539,5.23181105,4.39361906,5.43818808,12.9202013,16#0C202000
4.816,5.26505423,5.23633862,4.42413092,5.49712086,12.9916544,16#0C202000
4.817,5.2694931,5.24110222,4.45447302,5.47250986,13.0751772,16#0C202000
4.818,5.27396297,5.24692917,4.48465538,5.35022545,13.0961218,16#0C202000
4.819,5.27846241,5.25334644,4.51466894,5.1883564,13.0447474,16#0C202000
4.82,5.28299189,5.25917339,4.54451895,5.08951855,12.993619,16#0C202000
4.821,5.28755188,5.26185036,4.57420969,5.11768198,13.1519861,16#0C202000
4.822,5.29214096,5.26972437,4.60373163,5.22904348,13.0811625,16#0C202000
4.823,5.29675961,5.27598429,4.63309097,5.34661913,12.9932528,16#0C202000
4.824,5.30140638,5.28129911,4.66228199,5.46684217,12.9587584,16#0C202000
4.825,5.30608368,5.28460646,4.6913147,5.60226202,13.0870352,16#0C202000
4.826,5.31078959,5.29185057,4.7201848,5.69490099,13.0442133,16#0C202000
4.827,5.31552362,5.29661417,4.74888754,5.68568039,13.0734987,16#0C202000
4.828,5.32028723,5.30110264,4.77743292,5.59122515,13.1612577,16#0C202000
4.829,5.32507849,5.3078742,4.80581141,5.46126604,13.130681,16#0C202000
4.83,5.32989836,5.31318903,4.83402777,5.34500217,13.1331186,16#0C202000
4.831,5.33474684,5.31755924,4.86208725,5.28848982,13.2169981,16#0C202000
4.832,5.33962297,5.32374001,4.88998079,5.29532528,13.2263708,16#0C202000
4.833,5.34452677,5.32893705,4.91771317,5.32977867,13.2614546,16#0C202000
4.834,5.34945822,5.33433056,4.94528437,5.36689901,13.2985353,16#0C202000
4.835,5.35441732,5.34102392,4.97269487,5.40489626,13.2515764,16#0C202000
4.836,5.35940361,5.34598446,4.99994516,5.45624685,13.2744188,16#0C202000
4.837,5.36441708,5.3515749,5.02703476,5.5289588,13.2943487,16#0C202000
4.838,5.36945724,5.35720491,5.05395985,5.6037693,13.3110285,16#0C202000
4.839,5.37452459,5.3620472,5.08072996,5.64785099,13.3792067,16#0C202000
4.84,5.37961912,5.36771679,5.10734081,5.6399889,13.4218359,16#0C202000
4.841,5.3847394,5.374331,5.13378716,5.58615065,13.3890276,16#0C202000
4.842,5.38988638,5.37984276,5.160079,5.53108835,13.3890505,16#0C202000
4.843,5.39506006,5.38507891,5.18621254,5.52555084,13.4260435,16#0C202000
4.844,5.40025854,5.38980341,5.21218252,5.5670619,13.5180731,16#0C202000
4.845,5.4054842,5.3948822,5.23799944,5.59739256,13.6181307,16#0C202000
4.846,5.41073465,5.40114164,5.2636528,5.56476831,13.6457415,16#0C202000
4.847,5.41601086,5.40633869,5.28914928,5.47881079,13.7055941,16#0C202000
4.848,5.42131281,5.41181087,5.3144927,5.39421034,13.7660093,16#0C202000
4.849,5.42663956,5.41814947,5.339674,5.35579062,13.7705011,16#0C202000
4.85,5.43199253,5.42397642,5.3647027,5.38338327,13.779542,16#0C202000
4.851,5.43736935,5.42862225,5.38957071,5.47423506,13.8702154,16#0C202000
4.852,5.44277143,5.43393707,5.41428661,5.58465862,13.9623823,16#0C202000
4.853,5.44819784,5.44011831,5.43884134,5.64958763,13.9993773,16#0C202000
4.854,5.45364857,5.44704723,5.46324062,5.65299988,13.9579306,16#0C202000
4.855,5.45912457,5.45212603,5.48748875,5.64807558,13.9972258,16#0C202000
4.856,5.46462393,5.45677185,5.51157665,5.68009567,14.1101141,16#0C202000
4.857,5.47014761,5.46413374,5.53551435,5.72859669,14.0844755,16#0C202000
4.858,5.47569466,5.47098446,5.55929279,5.76891088,14.0181513,16#0C202000
4.859,5.48126554,5.47515774,5.58291626,5.82545471,14.1076841,16#0C202000
4.86,5.48686075,5.48177195,5.60639,5.90693474,14.1214399,16#0C202000
4.861,5.49247837,5.487638,5.62970591,5.97181988,14.1445551,16#0C202000
4.862,5.49811983,5.4936614,5.65287209,5.9919529,14.1633596,16#0C202000
4.863,5.50378466,5.49759865,5.67588472,5.97036219,14.3191977,16#0C202000
4.864,5.50947142,5.50405502,5.69874048,5.8995676,14.3842211,16#0C202000
4.865,5.51518202,5.51051188,5.72144699,5.77851009,14.4013147,16#0C202000
4.866,5.52091503,5.51689005,5.74400139,5.66198587,14.3985319,16#0C202000
4.867,5.5266695,5.52362204,5.76639938,5.63413286,14.3621817,16#0C202000
4.868,5.53244734,5.52897644,5.78864956,5.733428,14.3996115,16#0C202000
4.869,5.53824711,5.53460646,5.81074762,5.9164257,14.4598551,16#0C202000
4.87,5.54406881,5.54114199,5.83269501,6.08898973,14.4736738,16#0C202000
4.871,5.54991245,5.54590559,5.85449123,6.17639399,14.5807486,16#0C202000
4.872,5.55577803,5.55181122,5.87613678,6.1547842,14.6642981,16#0C202000
4.873,5.56166458,5.55775595,5.89763165,6.03877783,14.7338724,16#0C202000
4.874,5.56757307,5.56503963,5.91897631,5.88419819,14.7083769,16#0C202000
4.875,5.57350254,5.57039356,5.94017076,5.77833748,14.7598619,16#0C202000
4.876,5.57945299,5.57637787,5.96121645,5.77772188,14.8124552,16#0C202000
4.877,5.5854249,5.58295298,5.9821167,5.8651166,14.8276739,16#0C202000
4.878,5.59141731,5.58992147,6.00286388,5.99170113,14.7973356,16#0C202000
4.879,5.59743071,5.59669304,6.02346706,6.13519192,14.7559137,16#0C202000
4.88,5.60346365,5.60240173,6.04391766,6.29147196,14.7793436,16#0C202000
4.881,5.60951805,5.60929155,6.06422377,6.43680573,14.760644,16#0C202000
4.882,5.61559248,5.6145668,6.08438301,6.52949619,14.8267946,16#0C202000
4.883,5.62168694,5.62200785,6.10439444,6.5427866,14.7965841,16#0C202000
4.884,5.62780142,5.62826777,6.124259,6.49081564,14.7929678,16#0C202000
4.885,5.63393545,5.63267708,6.14397621,6.41294909,14.9272738,16#0C202000
4.886,5.64008904,5.6401577,6.16354752,6.32426882,14.9344606,16#0C202000
4.887,5.64626312,5.64582682,6.1829772,6.22163582,14.993722,16#0C202000
4.888,5.65245485,5.65161419,6.2022562,6.12437057,15.0744658,16#0C202000
4.889,5.65866709,5.65803146,6.22139454,6.05568314,15.1265421,16#0C202000
4.89,5.66489744,5.66484261,6.24038363,6.02371168,15.1379728,16#0C202000
4.891,5.67114735,5.67110252,6.25923204,6.04026031,15.1647921,16#0C202000
4.892,5.67741632,5.67606306,6.2779355,6.10645485,15.2870951,16#0C202000
4.893,5.68370342,5.68476391,6.29649544,6.19181633,15.2147017,16#0C202000
4.894,5.69000959,5.68992138,6.31491518,6.27308846,15.2719164,16#0C202000
4.895,5.69633341,5.69720459,6.3331871,6.35726357,15.2595224,16#0C202000
4.896,5.7026763,5.70354319,6.35132074,6.44608879,15.2727003,16#0C202000
4.897,5.70903587,5.70795298,6.36930704,6.51516628,15.4284067,16#0C202000
4.898,5.71541405,5.71645689,6.38715506,6.52596188,15.3918047,16#0C202000
4.899,5.72181034,5.7224412,6.4048605,6.47264385,15.418416,16#0C202000
4.9,5.7282238,5.72818899,6.42242432,6.40450573,15.4958735,16#0C202000
4.901,5.73465443,5.73488188,6.43984699,6.36164236,15.5394716,16#0C202000
4.902,5.74110365,5.74338579,6.45713282,6.35075474,15.4456511,16#0C202000
4.903,5.74756956,5.74850416,6.47427702,6.39152002,15.5017595,16#0C202000
4.904,5.75405169,5.75417328,6.49127722,6.48770618,15.6037169,16#0C202000
4.905,5.76055145,5.76051188,6.50814056,6.57320499,15.6876535,16#0C202000
4.906,5.76706791,5.76692915,6.52486515,6.57090378,15.7578726,16#0C202000
4.907,5.77360153,5.77460623,6.54145384,6.48268795,15.7382975,16#0C202000
4.908,5.78015089,5.77984238,6.557899,6.3815217,15.8323355,16#0C202000
4.909,5.78671741,5.78724432,6.57420969,6.33204889,15.8457594,16#0C202000
4.91,5.79329967,5.79543304,6.5903821,6.35593271,15.7639284,16#0C202000
4.911,5.79989815,5.80133867,6.60641623,6.46266985,15.7818594,16#0C202000
4.912,5.80651188,5.80846453,6.62231255,6.64172268,15.7736883,16#0C202000
4.913,5.81314278,5.81543303,6.63807583,6.83579636,15.7624483,16#0C202000
4.914,5.81978798,5.82082701,6.65369797,6.97385454,15.8544168,16#0C202000
4.915,5.82644939,5.82681131,6.66918707,7.00117588,15.9646101,16#0C202000
4.916,5.83312654,5.8341341,6.68454027,6.89270115,15.9973688,16#0C202000
4.917,5.83981943,5.83877945,6.69976091,6.68054724,16.1666145,16#0C202000
4.918,5.84652615,5.84732294,6.71484184,6.44148731,16.1530914,16#0C202000
4.919,5.8532486,5.85464573,6.72979212,6.26694202,16.1218987,16#0C202000
4.92,5.85998583,5.86145687,6.74460649,6.24470806,16.1153717,16#0C202000
4.921,5.86673737,5.86661434,6.75928688,6.39266014,16.2324142,16#0C202000
4.922,5.87350464,5.87330723,6.77383709,6.61132908,16.3162003,16#0C202000
4.923,5.88028526,5.88145685,6.78824902,6.76939249,16.2863922,16#0C202000
4.924,5.88708067,5.88763809,6.80253172,6.82681656,16.325882,16#0C202000
4.925,5.8938899,5.89433098,6.81668139,6.82832527,16.3698463,16#0C202000
4.926,5.9007144,5.90196848,6.83070135,6.81772375,16.3545151,16#0C202000
4.927,5.90755129,5.90842533,6.84458542,6.81644964,16.3856277,16#0C202000
4.928,5.91440296,5.91559076,6.85834074,6.8371501,16.395771,16#0C202000
4.929,5.92126799,5.92240143,6.87196493,6.87616539,16.4186401,16#0C202000
4.93,5.92814732,5.92909479,6.88546133,6.91622591,16.4569473,16#0C202000
4.931,5.93503904,5.93480301,6.89882278,6.9336338,16.569706,16#0C202000
4.932,5.9419446,5.94307089,6.9120574,6.90596533,16.5544739,16#0C202000
4.933,5.94886303,5.94933081,6.92516184,6.84228134,16.6033478,16#0C202000
4.934,5.95579529,5.95598412,6.93813944,6.78392172,16.6618233,16#0C202000
4.935,5.96273994,5.96244097,6.95098829,6.75372171,16.7394447,16#0C202000
4.936,5.96969748,5.97063017,6.96370745,6.74477863,16.7135963,16#0C202000
4.937,5.97666693,5.97822857,6.97629786,6.76664591,16.6710052,16#0C202000
4.938,5.98364878,5.98393726,6.98876047,6.84596968,16.7448158,16#0C202000
4.939,5.99064398,5.99133873,7.00109768,6.96663904,16.7705994,16#0C202000
4.94,5.9976511,5.99968529,7.01330709,7.0732379,16.7082367,16#0C202000
4.941,6.0046711,6.00598431,7.02539349,7.14420462,16.7339096,16#0C202000
4.942,6.01170254,6.01299238,7.03735161,7.19290876,16.7609138,16#0C202000
4.943,6.0187459,6.01940966,7.04918432,7.21188116,16.828495,16#0C202000
4.944,6.0258007,6.02708673,7.0608902,7.17925358,16.8354568,16#0C202000
4.945,6.03286791,6.03326797,7.07247305,7.09990883,16.9093018,16#0C202000
4.946,6.03994608,6.04129934,7.08393097,7.00682926,16.8976517,16#0C202000
4.947,6.04703522,6.04799223,7.09526396,6.93932152,16.9287109,16#0C202000
4.948,6.0541358,6.05456686,7.10647202,6.92154455,16.9914513,16#0C202000
4.949,6.06124783,6.06149626,7.11755896,6.94150925,17.0487671,16#0C202000
4.95,6.06837177,6.06846476,7.12852526,6.96289778,17.1014481,16#0C202000
4.951,6.07550526,6.0765748,7.13936424,6.969069,17.0765762,16#0C202000
4.952,6.08264971,6.08326769,7.15008402,6.98118782,17.1038513,16#0C202000
4.953,6.08980513,6.09090567,7.16068029,7.02716637,17.0973282,16#0C202000
4.954,6.09697151,6.09866142,7.17115688,7.11057091,17.0650177,16#0C202000
4.955,6.10414791,6.10614204,7.18151188,7.21988773,17.0370598,16#0C202000
4.956,6.11133432,6.11271667,7.1917448,7.33726788,17.0717125,16#0C202000
4.957,6.11853075,6.12070894,7.20185614,7.43001604,17.0469208,16#0C202000
4.958,6.12573767,6.1249609,7.21185017,7.45617962,17.2382317,16#0C202000
4.959,6.13295507,6.13586617,7.22172642,7.38901615,17.107296,16#0C202000
4.96,6.14018106,6.14102364,7.23147917,7.26053667,17.1820641,16#0C202000
4.961,6.14741755,6.14866161,7.24111557,7.15003347,17.2048912,16#0C202000
4.962,6.15466261,6.15586615,7.25063181,7.09950161,17.2287369,16#0C202000
4.963,6.16191864,6.16464567,7.26003218,7.10476255,17.1492805,16#0C202000
4.964,6.16918325,6.17059088,7.26931381,7.1660018,17.2014732,16#0C202000
4.965,6.17645788,6.17759848,7.27848005,7.26596642,17.2554207,16#0C202000
4.966,6.18374109,6.18551207,7.28752851,7.3472743,17.2509346,16#0C202000
4.967,6.19103289,6.19173241,7.29645824,7.36519098,17.3273239,16#0C202000
4.968,6.19833279,6.19866133,7.30527115,7.31725216,17.4014549,16#0C202000
4.969,6.2056427,6.20685053,7.31397057,7.22257566,17.3917198,16#0C202000
4.97,6.21296167,6.21464586,7.3225565,7.12745237,17.3628578,16#0C202000
4.971,6.22028732,6.21984243,7.33102226,7.08906507,17.4959641,16#0C202000
4.972,6.22762394,6.22708654,7.33937979,7.10341692,17.5826302,16#0C202000
4.973,6.23496675,6.2354331,7.34761763,7.11176062,17.5717506,16#0C202000
4.974,6.24231815,6.24283457,7.35574341,7.09959126,17.5708542,16#0C202000
4.975,6.24967766,6.2512598,7.36375523,7.11936235,17.5077019,16#0C202000
4.976,6.25704575,6.25826788,7.37165499,7.21719456,17.5046158,16#0C202000
4.977,6.26442099,6.26574802,7.37944174,7.38050413,17.5029945,16#0C202000
4.978,6.27180481,6.27259874,7.38711691,7.54446459,17.5442352,16#0C202000
4.979,6.27919579,6.27944899,7.39467907,7.63365746,17.6093025,16#0C202000
4.98,6.28659344,6.28846455,7.40212822,7.61399555,17.5443611,16#0C202000
4.981,6.29399967,6.29437017,7.40946865,7.52024174,17.6150055,16#0C202000
4.982,6.30141258,6.30200815,7.41669607,7.41491175,17.6450424,16#0C202000
4.983,6.30883312,6.31031513,7.42381573,7.33324003,17.609169,16#0C202000
4.984,6.31626034,6.31803179,7.43082333,7.29889202,17.5766106,16#0C202000
4.985,6.32369518,6.32484245,7.43772268,7.33500385,17.6059914,16#0C202000
4.986,6.33113623,6.33271646,7.44451189,7.42548513,17.5988388,16#0C202000
4.987,6.33858347,6.33901596,7.45119095,7.51393414,17.6764641,16#0C202000
4.988,6.34603834,6.3458271,7.45776224,7.54119158,17.767025,16#0C202000
4.989,6.35349846,6.35437012,7.46422482,7.47856236,17.7505379,16#0C202000
4.99,6.36096621,6.3616538,7.47058153,7.36032248,17.7596664,16#0C202000
4.991,6.36843967,6.36767721,7.47682858,7.25928116,17.8665123,16#0C202000
4.992,6.37591982,6.37685061,7.48297071,7.21262121,17.81847,16#0C202000
4.993,6.38340569,6.3838582,7.48900461,7.22081089,17.8298302,16#0C202000
4.994,6.39089823,6.3901968,7.49493408,7.27954245,17.9181252,16#0C202000
4.995,6.39839602,6.40019703,7.50075579,7.36625051,17.8060532,16#0C202000
4.996,6.4059,6.40744114,7.50647354,7.46457863,17.7674294,16#0C202000
4.997,6.41340923,6.41594505,7.51208496,7.59285259,17.6849251,16#0C202000
4.998,6.42092371,6.42122078,7.51759052,7.74610329,17.7922897,16#0C202000
4.999,6.42844391,6.43027592,7.52299309,7.85674858,17.7529716,16#0C202000
5,6.43597031,6.43748045,7.52829266,7.8627429,17.7567558,16#0C202000
5.001,6.443501,6.44452763,7.5334878,7.77521944,17.7944908,16#0C202000
5.002,6.45103645,6.45200777,7.53857803,7.64478827,17.8223457,16#0C202000
5.003,6.45857763,6.46086645,7.5435667,7.51682043,17.7538071,16#0C202000
5.004,6.46612406,6.46791363,7.54845428,7.44040632,17.7527771,16#0C202000
5.005,6.47367525,6.47559071,7.55323792,7.44987345,17.7467194,16#0C202000
5.006,6.48123026,6.4835434,7.55791903,7.52834606,17.719696,16#0C202000
5.007,6.48879051,6.48811054,7.56250048,7.61468649,17.9058723,16#0C202000
5.008,6.49635553,6.49791336,7.56698132,7.63330936,17.8619957,16#0C202000
5.009,6.50392485,6.50468493,7.57136106,7.55540514,17.8941422,16#0C202000
5.01,6.5114975,6.51385832,7.57563829,7.44471884,17.808506,16#0C202000
5.011,6.51907539,6.51933098,7.5798173,7.39163017,17.9039917,16#0C202000
5.012,6.52665758,6.5274806,7.58389854,7.4140873,17.9210396,16#0C202000
5.013,6.53424358,6.53484249,7.58787823,7.46046638,17.9479828,16#0C202000
5.014,6.54183388,6.5414567,7.59176159,7.48200703,18.0302467,16#0C202000
5.015,6.54942751,6.54956722,7.59554386,7.46315813,18.0439415,16#0C202000
5.016,6.557024,6.55822849,7.59922743,7.42095423,17.9840202,16#0C202000
5.017,6.56462574,6.56433058,7.60281754,7.40195799,18.0536575,16#0C202000
5.018,6.57222939,6.57106304,7.60630608,7.42556095,18.1522675,16#0C202000
5.019,6.57983828,6.57956696,7.60970116,7.44894886,18.1500359,16#0C202000
5.02,6.58745003,6.58787394,7.61299896,7.44237232,18.106144,16#0C202000
5.021,6.59506369,6.59389782,7.61619902,7.43739891,18.1907196,16#0C202000
5.022,6.60268164,6.6028347,7.6193037,7.46259642,18.1525421,16#0C202000
5.023,6.61030293,6.60988188,7.62231493,7.5082469,18.1728706,16#0C202000
5.024,6.6179266,6.61716557,7.62522936,7.55808496,18.2094116,16#0C202000
5.025,6.62555218,6.62614202,7.62804747,7.60127831,18.1426964,16#0C202000
5.026,6.633183,6.63161421,7.63077497,7.63191509,18.2521095,16#0C202000
5.027,6.64081383,6.64110231,7.63340569,7.64477015,18.1913567,16#0C202000
5.028,6.64844942,6.64960623,7.63594484,7.64568186,18.1032562,16#0C202000
5.029,6.65608644,6.65629911,7.63839006,7.67137241,18.1197243,16#0C202000
5.03,6.66372538,6.66377974,7.64074135,7.73890543,18.140789,16#0C202000
5.031,6.67136717,6.67271662,7.64300108,7.8082099,18.0679588,16#0C202000
5.032,6.67901182,6.67874002,7.64516973,7.84023237,18.1369591,16#0C202000
5.033,6.68665743,6.68771648,7.64724493,7.82879925,18.0874786,16#0C202000
5.034,6.6943059,6.69531488,7.64923,7.78595781,18.0648117,16#0C202000
5.035,6.70195675,6.7015748,7.65112495,7.73491621,18.1453552,16#0C202000
5.036,6.70960855,6.71192932,7.65292788,7.6920104,18.0108261,16#0C202000
5.037,6.71726274,6.71889782,7.65464163,7.67699766,17.9832306,16#0C202000
5.038,6.72491789,6.72543335,7.65626383,7.7135191,18.0421257,16#0C202000
5.039,6.73257494,6.73291349,7.65779781,7.76985884,18.0857773,16#0C202000
5.04,6.74023294,6.74267721,7.6592412,7.78218222,17.9699516,16#0C202000
5.041,6.74789381,6.74803162,7.66059875,7.74779654,18.0593071,16#0C202000
5.042,6.7555542,6.75637817,7.66186333,7.70196342,18.0620537,16#0C202000
5.043,6.76321745,6.76484251,7.66304398,7.65466833,18.0101128,16#0C202000
5.044,6.7708807,6.77204752,7.66413593,7.61882067,18.0115395,16#0C202000
5.045,6.77854443,6.78027582,7.66513777,7.62193775,17.9739914,16#0C202000
5.046,6.78621149,6.78755903,7.66605711,7.66642332,17.9778519,16#0C202000
5.047,6.79387808,6.7942915,7.66688824,7.72066975,18.0406227,16#0C202000
5.048,6.80154419,6.80220461,7.66763067,7.73765993,18.0574036,16#0C202000
5.049,6.80921221,6.80960655,7.66828823,7.68979836,18.0833244,16#0C202000
5.05,6.8168807,6.81653547,7.66886139,7.5927887,18.1457291,16#0C202000
5.051,6.82455063,6.82318926,7.66935062,7.47630024,18.2466698,16#0C202000
5.052,6.83222008,6.83161449,7.66975307,7.35647202,18.2516556,16#0C202000
5.053,6.83989048,6.84003925,7.6700716,7.26337099,18.2046051,16#0C202000
5.054,6.84755993,6.8480711,7.6703043,7.25715494,18.1548462,16#0C202000
5.055,6.85523033,6.85645676,7.67045498,7.38028002,18.0797424,16#0C202000
5.056,6.86290121,6.86381912,7.67052221,7.60972404,18.0581398,16#0C202000
5.057,6.87057066,6.86960649,7.67050552,7.85468197,18.1697159,16#0C202000
5.058,6.87824106,6.87681103,7.67040634,7.98695946,18.2603874,16#0C202000
