Time (sec),Axis0 Target Position (m),Axis0 Actual Position (m),Axis0 Target Velocity (m/s),Axis0 Actual Velocity (m/s),Axis0 Control Output (%),Axis0 Status Bits
1.204,12.0309849,12.0333462,6.93196869,6.82881355,16.1221046,16#0C202000
1.205,12.037921,12.04,6.94075108,6.9095149,16.1142159,16#0C202000
1.206,12.0448666,12.0461025,6.94949532,6.97107887,16.1737442,16#0C202000
1.207,12.0518208,12.0542917,6.95820093,7.02247334,16.1322746,16#0C202000
1.208,12.0587826,12.0598431,6.96686745,7.04849958,16.2109985,16#0C202000
1.209,12.0657539,12.0658274,6.97549486,7.03193474,16.3272743,16#0C202000
1.21,12.0727339,12.0737801,6.98408318,6.9542346,16.3346291,16#0C202000
1.211,12.0797224,12.08004,6.99263144,6.82779169,16.395607,16#0C202000
1.212,12.0867195,12.0869293,7.00114059,6.70861673,16.444767,16#0C202000
1.213,12.0937243,12.0946064,7.00960922,6.64700031,16.4359436,16#0C202000
1.214,12.1007385,12.1013384,7.01803732,6.66367197,16.4587097,16#0C202000
1.215,12.1077604,12.108819,7.02642536,6.75591469,16.4494438,16#0C202000
1.216,12.1147909,12.115551,7.0347724,6.89496136,16.4727516,16#0C202000
1.217,12.12183,12.1230707,7.04307842,7.03669691,16.4620399,16#0C202000
1.218,12.1288776,12.1303549,7.05134296,7.14722872,16.4487762,16#0C202000
1.219,12.1359329,12.1369295,7.05956554,7.21451235,16.4814148,16#0C202000
1.22,12.1429968,12.1436615,7.06774712,7.23343515,16.5291634,16#0C202000
1.221,12.1500683,12.1516533,7.07588625,7.2004385,16.5022125,16#0C202000
1.222,12.1571484,12.159173,7.08398247,7.14049244,16.466217,16#0C202000
1.223,12.1642361,12.1644888,7.09203672,7.0984869,16.5715752,16#0C202000
1.224,12.1713324,12.1720085,7.10004854,7.07880974,16.6086273,16#0C202000
1.225,12.1784363,12.1792126,7.10801697,7.04651356,16.6301498,16#0C202000
1.226,12.1855478,12.1871262,7.11594152,6.99878502,16.5966682,16#0C202000
1.227,12.192668,12.1940947,7.12382269,6.97945213,16.5961494,16#0C202000
1.228,12.1997957,12.1998825,7.13166046,7.01485109,16.692173,16#0C202000
1.229,12.2069311,12.2072439,7.13945293,7.06878948,16.7372513,16#0C202000
1.23,12.2140751,12.2159061,7.14720201,7.09089231,16.6691132,16#0C202000
1.231,12.2212257,12.2205906,7.15490675,7.08353138,16.8031654,16#0C202000
1.232,12.228385,12.2295675,7.16256618,7.07146454,16.7635727,16#0C202000
1.233,12.2355509,12.2370472,7.17017937,7.06627274,16.7290344,16#0C202000
1.234,12.2427254,12.243701,7.1777482,7.09088087,16.7521439,16#0C202000
1.235,12.2499065,12.2508268,7.18527126,7.15650368,16.7756538,16#0C202000
1.236,12.2570953,12.2574015,7.19274855,7.2262001,16.8364677,16#0C202000
1.237,12.2642918,12.2637405,7.2001791,7.24514914,16.9339333,16#0C202000
1.238,12.2714958,12.2729921,7.2075634,7.19204187,16.8591461,16#0C202000
1.239,12.2787075,12.2798033,7.21490097,7.11281633,16.85252,16#0C202000
1.24,12.2859259,12.2871656,7.22219133,7.08757305,16.8465233,16#0C202000
1.241,12.2931519,12.2943707,7.22943401,7.14582777,16.8515854,16#0C202000
1.242,12.3003845,12.3011417,7.23662949,7.24644661,16.8917465,16#0C202000
1.243,12.3076248,12.3083858,7.24377728,7.32651138,16.9202156,16#0C202000
1.244,12.3148718,12.3153152,7.25087643,7.34424448,16.9636879,16#0C202000
1.245,12.3221264,12.3240557,7.25792694,7.30341673,16.8958397,16#0C202000
1.246,12.3293877,12.3315754,7.26492929,7.25819826,16.8482971,16#0C202000
1.247,12.3366566,12.3355904,7.27188253,7.25739479,17.0442543,16#0C202000
1.248,12.3439312,12.3442917,7.27878714,7.26682949,17.0631752,16#0C202000
1.249,12.3512135,12.3527164,7.28564119,7.22384453,17.0048409,16#0C202000
1.25,12.3585024,12.3596458,7.29244661,7.15735626,17.0036087,16#0C202000
1.251,12.365799,12.3680706,7.29920101,7.15325546,16.9344711,16#0C202000
1.252,12.3731012,12.374567,7.30590534,7.24383068,16.9560966,16#0C202000
1.253,12.3804102,12.3814964,7.31255865,7.38383865,16.9986992,16#0C202000
1.254,12.3877268,12.3877954,7.31916189,7.48526192,17.0951843,16#0C202000
1.255,12.3950491,12.3961811,7.32571363,7.47834158,17.0834312,16#0C202000
1.256,12.4023781,12.4038582,7.33221388,7.37560463,17.0601349,16#0C202000
1.257,12.4097128,12.4111023,7.33866215,7.26348209,17.05933,16#0C202000
1.258,12.4170551,12.4180708,7.34505844,7.21626425,17.0893517,16#0C202000
1.259,12.4244032,12.425827,7.35140228,7.23910952,17.0842934,16#0C202000
1.26,12.4317579,12.4348431,7.35769367,7.30502224,16.9768677,16#0C202000
1.261,12.4391184,12.4403543,7.36393166,7.40234232,17.0457916,16#0C202000
1.262,12.4464855,12.4458666,7.37011766,7.49607944,17.211174,16#0C202000
1.263,12.4538593,12.4559841,7.37624884,7.50713682,17.1249466,16#0C202000
1.264,12.4612379,12.4615355,7.3823266,7.41203785,17.2046013,16#0C202000
1.265,12.4686232,12.4696455,7.38835096,7.28238392,17.2054176,16#0C202000
1.266,12.4760151,12.4768896,7.39432049,7.19122362,17.2211914,16#0C202000
1.267,12.4834118,12.4838982,7.40023565,7.16317749,17.2609825,16#0C202000
1.268,12.4908152,12.491457,7.40609503,7.18912554,17.2778854,16#0C202000
1.269,12.4982243,12.4987793,7.41189957,7.24194813,17.2984123,16#0C202000
1.27,12.5056391,12.5057478,7.41764975,7.29552174,17.3447533,16#0C202000
1.271,12.5130596,12.5142517,7.4233427,7.33608389,17.3038063,16#0C202000
1.272,12.5204859,12.5210238,7.42897987,7.36819315,17.3302917,16#0C202000
1.273,12.5279179,12.5291338,7.43456125,7.40651703,17.305027,16#0C202000
1.274,12.5353546,12.5358267,7.44008493,7.45253754,17.3456535,16#0C202000
1.275,12.542798,12.5432682,7.44555235,7.4881506,17.3729744,16#0C202000
1.276,12.5502462,12.5514965,7.45096254,7.49512911,17.3412514,16#0C202000
1.277,12.5576992,12.5593309,7.45631361,7.4846673,17.3035278,16#0C202000
1.278,12.5651588,12.5659056,7.46160841,7.48938036,17.3461227,16#0C202000
1.279,12.5726233,12.5736227,7.46684504,7.51404667,17.3570099,16#0C202000
1.28,12.5800924,12.5800791,7.47202206,7.5249362,17.4336929,16#0C202000
1.281,12.5875664,12.5880709,7.47714043,7.49052477,17.4467468,16#0C202000
1.282,12.595047,12.5958662,7.48220062,7.41708755,17.437809,16#0C202000
1.283,12.6025314,12.6027956,7.48720121,7.34723091,17.4744186,16#0C202000
1.284,12.6100206,12.6112204,7.49214125,7.3216629,17.4369774,16#0C202000
1.285,12.6175156,12.6185436,7.4970212,7.35381126,17.4323692,16#0C202000
1.286,12.6250153,12.6253548,7.50184155,7.43113565,17.4796867,16#0C202000
1.287,12.6325188,12.6342916,7.50660133,7.51925325,17.4146309,16#0C202000
1.288,12.640028,12.6402369,7.51129961,7.58553791,17.4867935,16#0C202000
1.289,12.647542,12.6480713,7.51593733,7.61194563,17.5088196,16#0C202000
1.29,12.6550598,12.6559849,7.5205121,7.58837652,17.498661,16#0C202000
1.291,12.6625824,12.6632681,7.52502632,7.5305171,17.5129547,16#0C202000
1.292,12.6701097,12.6705513,7.5294776,7.4755435,17.5407944,16#0C202000
1.293,12.6776419,12.6787405,7.53386641,7.44613409,17.5162735,16#0C202000
1.294,12.6851778,12.685236,7.53819323,7.44458199,17.5756226,16#0C202000
1.295,12.6927176,12.6923628,7.54245567,7.45536137,17.639164,16#0C202000
1.296,12.700263,12.7002363,7.54665565,7.44801474,17.6561699,16#0C202000
1.297,12.7078114,12.7073622,7.55079126,7.41029692,17.6976891,16#0C202000
1.298,12.7153645,12.7145281,7.55486298,7.36097956,17.7503471,16#0C202000
1.299,12.7229214,12.7205906,7.55887032,7.31289482,17.8827515,16#0C202000
1.3,12.7304821,12.7300396,7.56281281,7.26004934,17.8348732,16#0C202000
1.301,12.7380466,12.7370081,7.56669044,7.21976614,17.8534393,16#0C202000
1.302,12.745615,12.7472048,7.57050228,7.24976206,17.6941376,16#0C202000
1.303,12.7531872,12.752244,7.57424879,7.39296818,17.7793236,16#0C202000
1.304,12.7607641,12.7611809,7.57792902,7.61150074,17.7394371,16#0C202000
1.305,12.768343,12.7685432,7.58154297,7.80578423,17.7358017,16#0C202000
1.306,12.7759266,12.7770872,7.58509064,7.91005135,17.6735954,16#0C202000
1.307,12.783514,12.7848425,7.58857059,7.93493128,17.6315575,16#0C202000
1.308,12.7911034,12.7921658,7.59198427,7.92188454,17.6287994,16#0C202000
1.309,12.7986975,12.7993307,7.59532928,7.89024782,17.6580276,16#0C202000
1.31,12.8062944,12.8092127,7.59860706,7.84020853,17.5246582,16#0C202000
1.311,12.8138943,12.81563,7.60181665,7.79542017,17.5319481,16#0C202000
1.312,12.8214979,12.8225203,7.60495663,7.78308868,17.5843811,16#0C202000
1.313,12.8291044,12.8301573,7.60802889,7.77476454,17.6122665,16#0C202000
1.314,12.8367138,12.8386221,7.61103153,7.72406244,17.5722084,16#0C202000
1.315,12.844327,12.8455124,7.61396408,7.64098406,17.5995674,16#0C202000
1.316,12.8519421,12.8522444,7.61682749,7.56448078,17.6742401,16#0C202000
1.317,12.85956,12.8583469,7.61962032,7.491436,17.8170052,16#0C202000
1.318,12.8671808,12.8675594,7.62234211,7.38915157,17.7915764,16#0C202000
1.319,12.8748055,12.874567,7.62499285,7.27120829,17.8210716,16#0C202000
1.32,12.882431,12.8843307,7.62757349,7.21358538,17.6977005,16#0C202000
1.321,12.8900604,12.890748,7.63008165,7.28597784,17.7125549,16#0C202000
1.322,12.8976917,12.8981895,7.63251829,7.47821856,17.7345886,16#0C202000
1.323,12.9053249,12.9057484,7.63488245,7.69355011,17.7529259,16#0C202000
1.324,12.912961,12.914134,7.63717365,7.83069992,17.7146187,16#0C202000
1.325,12.920599,12.9209061,7.63939333,7.86178303,17.752346,16#0C202000
1.326,12.9282398,12.928504,7.64153814,7.81314182,17.7769012,16#0C202000
1.327,12.9358826,12.9360237,7.64361,7.71563244,17.7997093,16#0C202000
1.328,12.9435272,12.9444885,7.64560795,7.60403204,17.7590561,16#0C202000
1.329,12.9511738,12.9542913,7.64753199,7.53868341,17.5949059,16#0C202000
1.33,12.9588223,12.9600391,7.64938164,7.58444357,17.6315117,16#0C202000
1.331,12.9664726,12.9649611,7.65115499,7.71901751,17.8321533,16#0C202000
1.332,12.974124,12.9743309,7.65285444,7.80251265,17.8282585,16#0C202000
1.333,12.9817781,12.9821653,7.65447712,7.73217535,17.8152733,16#0C202000
1.334,12.9894333,12.9888191,7.65602446,7.56358957,17.8755379,16#0C202000
1.335,12.9970903,12.9979134,7.6574955,7.41612673,17.8141289,16#0C202000
1.336,13.0047483,13.0048819,7.65888977,7.36148214,17.8271904,16#0C202000
1.337,13.0124083,13.0133076,7.66020632,7.41506386,17.784111,16#0C202000
1.338,13.0200691,13.0214567,7.66144657,7.55118656,17.7285461,16#0C202000
1.339,13.0277309,13.0287399,7.6626091,7.72316217,17.7231827,16#0C202000
1.34,13.0353937,13.0372047,7.66369295,7.88128519,17.6666069,16#0C202000
1.341,13.0430584,13.0443306,7.66469812,7.98450613,17.6706696,16#0C202000
1.342,13.0507231,13.0505514,7.66562557,8.00500965,17.7676277,16#0C202000
1.343,13.0583897,13.0587406,7.66647339,7.92117214,17.7852058,16#0C202000
1.344,13.0660563,13.0662603,7.66724205,7.74272251,17.8041611,16#0C202000
1.345,13.0737238,13.0743313,7.6679306,7.53895807,17.7874146,16#0C202000
1.346,13.0813923,13.081851,7.66853905,7.39902449,17.7877045,16#0C202000
1.347,13.0890608,13.0901184,7.66906738,7.37197304,17.7475471,16#0C202000
1.348,13.0967302,13.0966539,7.66951466,7.44774342,17.7999992,16#0C202000
1.349,13.1043997,13.1050005,7.66988039,7.56946087,17.7828789,16#0C202000
1.35,13.1120701,13.111969,7.67016554,7.67016506,17.8192749,16#0C202000
1.351,13.1197405,13.1193705,7.67036819,7.71021318,17.8561745,16#0C202000
1.352,13.1274109,13.1281109,7.67048836,7.68777227,17.804718,16#0C202000
1.353,13.1350813,13.1355124,7.67052555,7.63938522,17.7936478,16#0C202000
1.354,13.1427517,13.1417723,7.6704812,7.60914278,17.8800621,16#0C202000
1.355,13.1504221,13.1508665,7.67035198,7.59909582,17.8319206,16#0C202000
1.356,13.1580925,13.1592131,7.67014027,7.59711218,17.759903,16#0C202000
1.357,13.1657619,13.1658659,7.66984415,7.62379169,17.7865906,16#0C202000
1.358,13.1734324,13.1727171,7.66946411,7.6824913,17.8538704,16#0C202000
1.359,13.1811008,13.1826382,7.66899824,7.72848558,17.73983,16#0C202000
1.36,13.1887703,13.1879139,7.66844845,7.73641729,17.8346786,16#0C202000
1.361,13.1964378,13.1965752,7.66781235,7.71689606,17.8188095,16#0C202000
1.362,13.2041054,13.2056694,7.66709089,7.68295956,17.713932,16#0C202000
1.363,13.211772,13.2124805,7.66628313,7.66797638,17.7112694,16#0C202000
1.364,13.2194376,13.219449,7.66538858,7.70108557,17.7542419,16#0C202000
1.365,13.2271032,13.2286615,7.66440773,7.75453281,17.6718597,16#0C202000
1.366,13.234767,13.2358665,7.66333961,7.79132223,17.6545677,16#0C202000
1.367,13.2424297,13.2424803,7.66218281,7.80792904,17.7115593,16#0C202000
1.368,13.2500916,13.2507877,7.66093922,7.79503059,17.6968231,16#0C202000
1.369,13.2577515,13.2584257,7.65960693,7.73925018,17.6872787,16#0C202000
1.37,13.2654104,13.2659454,7.65818596,7.66198063,17.6881981,16#0C202000
1.371,13.2730675,13.2735043,7.65667582,7.59960651,17.692028,16#0C202000
1.372,13.2807236,13.2811022,7.6550765,7.56698084,17.6947517,16#0C202000
1.373,13.2883778,13.2881889,7.65338755,7.5568881,17.7306252,16#0C202000
1.374,13.29603,13.2956696,7.65160751,7.55051422,17.7584457,16#0C202000
1.375,13.3036814,13.3037796,7.64973831,7.53281736,17.7402382,16#0C202000
1.376,13.3113298,13.3123627,7.64777708,7.51724529,17.6652718,16#0C202000
1.377,13.3189764,13.3196459,7.64572525,7.54267788,17.6449852,16#0C202000
1.378,13.3266211,13.3270864,7.64358139,7.62492323,17.6435928,16#0C202000
1.379,13.3342638,13.3350792,7.64134598,7.72809362,17.6156349,16#0C202000
1.38,13.3419037,13.3422832,7.63901758,7.80058622,17.6251335,16#0C202000
1.381,13.3495417,13.3507481,7.63659716,7.8192091,17.5712242,16#0C202000
1.382,13.3571768,13.3583469,7.63408279,7.79772425,17.5396996,16#0C202000
1.383,13.36481,13.366457,7.63147593,7.77053308,17.4860115,16#0C202000
1.384,13.3724403,13.3725986,7.62877512,7.75769806,17.5502434,16#0C202000
1.385,13.3800669,13.3809843,7.6259799,7.74107313,17.529808,16#0C202000
1.386,13.3876915,13.387599,7.62309027,7.69020605,17.5806007,16#0C202000
1.387,13.3953133,13.3967323,7.62010479,7.60710955,17.5031281,16#0C202000
1.388,13.4029322,13.4034643,7.6170249,7.53235292,17.5145378,16#0C202000
1.389,13.4105473,13.4112206,7.61384964,7.50513506,17.5060349,16#0C202000
1.39,13.4181595,13.416851,7.61057711,7.51557684,17.6274643,16#0C202000
1.391,13.4257689,13.4255514,7.60720921,7.50925875,17.6164589,16#0C202000
1.392,13.4333744,13.432559,7.60374451,7.45314884,17.6455116,16#0C202000
1.393,13.4409761,13.4398031,7.60018253,7.37220001,17.6805458,16#0C202000
1.394,13.4485741,13.4481497,7.59652281,7.31148672,17.645649,16#0C202000
1.395,13.4561691,13.4552755,7.59276485,7.30131388,17.653286,16#0C202000
1.396,13.4637604,13.4656305,7.58890915,7.36316347,17.4695396,16#0C202000
1.397,13.4713469,13.4721651,7.58495426,7.51535082,17.4336205,16#0C202000
1.398,13.4789295,13.4798031,7.58090115,7.74032688,17.4041672,16#0C202000
1.399,13.4865084,13.4868898,7.57674789,7.95287085,17.4142876,16#0C202000
1.4,13.4940834,13.4929132,7.57249546,8.04284477,17.516243,16#0C202000
1.401,13.5016537,13.5027561,7.56814241,7.95777941,17.4150925,16#0C202000
1.402,13.5092192,13.5089769,7.56368923,7.75015545,17.4429092,16#0C202000
1.403,13.5167809,13.5167723,7.55913496,7.53516722,17.4356155,16#0C202000
1.404,13.5243378,13.5242128,7.55447912,7.39201593,17.4335632,16#0C202000
1.405,13.5318899,13.532402,7.54972219,7.33814669,17.3837738,16#0C202000
1.406,13.5394373,13.5390158,7.54486275,7.36341333,17.4118729,16#0C202000
1.407,13.5469799,13.5479527,7.53990126,7.44047308,17.3280067,16#0C202000
1.408,13.5545168,13.5532675,7.53483677,7.52910137,17.4226418,16#0C202000
1.409,13.5620489,13.5627165,7.52966881,7.58803701,17.3402786,16#0C202000
1.41,13.5695763,13.5684252,7.52439785,7.59325123,17.4090347,16#0C202000
1.411,13.5770979,13.5764179,7.51902342,7.54807281,17.4084129,16#0C202000
1.412,13.5846148,13.5855122,7.51354265,7.47792673,17.2967262,16#0C202000
1.413,13.5921249,13.5900002,7.50795937,7.42362785,17.4290466,16#0C202000
1.414,13.5996304,13.6005516,7.50227022,7.40694809,17.2922173,16#0C202000
1.415,13.6071301,13.6066141,7.4964757,7.42186022,17.3056831,16#0C202000
1.416,13.6146231,13.6120872,7.49057531,7.45413589,17.4394646,16#0C202000
1.417,13.6221104,13.6190948,7.4845686,7.44956493,17.5373764,16#0C202000
1.418,13.6295919,13.6285038,7.47845602,7.34966135,17.4568748,16#0C202000
1.419,13.6370678,13.6353941,7.47223616,7.20034695,17.4456215,16#0C202000
1.42,13.644537,13.6448431,7.46590853,7.12686968,17.3016357,16#0C202000
1.421,13.6519995,13.6509056,7.45947361,7.20763445,17.3087196,16#0C202000
1.422,13.6594553,13.6572838,7.45293093,7.40349436,17.376442,16#0C202000
1.423,13.6669054,13.6661816,7.44627905,7.58863783,17.3100548,16#0C202000
1.424,13.6743479,13.6749611,7.43951845,7.67724705,17.1777115,16#0C202000
1.425,13.6817846,13.678977,7.43264961,7.68763733,17.324192,16#0C202000
1.426,13.6892128,13.6900396,7.42567062,7.65457487,17.1550598,16#0C202000
1.427,13.6966352,13.6973228,7.41858101,7.60069513,17.0637016,16#0C202000
1.428,13.7040501,13.7028351,7.41138172,7.57389593,17.1308403,16#0C202000
1.429,13.7114582,13.7103148,7.40407085,7.57717276,17.1535568,16#0C202000
1.43,13.7188587,13.7169685,7.39664984,7.54010057,17.206646,16#0C202000
1.431,13.7262516,13.7271652,7.38911724,7.43220329,17.0410957,16#0C202000
1.432,13.7336369,13.733819,7.38147259,7.32759333,16.9901581,16#0C202000
1.433,13.7410145,13.7399216,7.37371492,7.31474972,17.0371094,16#0C202000
1.434,13.7483845,13.7493706,7.36584568,7.38686514,16.915062,16#0C202000
1.435,13.7557459,13.7538195,7.35786295,7.47057199,17.0315285,16#0C202000
1.436,13.7630997,13.7611027,7.34976673,7.49442339,17.0898247,16#0C202000
1.437,13.7704458,13.7697639,7.34155703,7.4142437,17.0250969,16#0C202000
1.438,13.7777834,13.7773228,7.3332324,7.26681757,16.9656944,16#0C202000
1.439,13.7851124,13.7839375,7.32479429,7.15712881,16.9708138,16#0C202000
1.44,13.7924328,13.7910242,7.31624079,7.14173365,16.9791222,16#0C202000
1.441,13.7997446,13.8007879,7.30757236,7.19866753,16.8110924,16#0C202000
1.442,13.8070478,13.8056297,7.29878807,7.29918194,16.8720627,16#0C202000
1.443,13.8143415,13.8115358,7.28988743,7.40213633,16.9865646,16#0C202000
1.444,13.8216276,13.8213387,7.28087044,7.42723751,16.8720245,16#0C202000
1.445,13.8289042,13.8297243,7.2717371,7.36091423,16.7257156,16#0C202000
1.446,13.8361712,13.8355122,7.26248598,7.30513048,16.7327805,16#0C202000
1.447,13.8434286,13.8431892,7.25311756,7.33189487,16.697216,16#0C202000
1.448,13.8506765,13.8483076,7.24363089,7.39010334,16.8074074,16#0C202000
1.449,13.8579159,13.8575592,7.23402643,7.38797283,16.7228279,16#0C202000
1.45,13.8651447,13.8634644,7.22430325,7.30039549,16.7532501,16#0C202000
1.451,13.872364,13.8716145,7.21446085,7.17982769,16.6967964,16#0C202000
1.452,13.8795738,13.879055,7.20449829,7.09408474,16.6392403,16#0C202000
1.453,13.8867731,13.8862209,7.19441652,7.08326101,16.5982246,16#0C202000
1.454,13.8939629,13.8936224,7.18421459,7.14774418,16.5496635,16#0C202000
1.455,13.9011421,13.9003544,7.17389202,7.24824715,16.5404091,16#0C202000
1.456,13.9083099,13.9072046,7.16344881,7.32758379,16.5438728,16#0C202000
1.457,13.9154682,13.913229,7.15288305,7.33519316,16.6084747,16#0C202000
1.458,13.922616,13.9215746,7.14219713,7.25044727,16.5521393,16#0C202000
1.459,13.9297533,13.9297638,7.13138819,7.11605835,16.4401588,16#0C202000
1.46,13.9368792,13.93437,7.12045622,7.01841068,16.5327301,16#0C202000
1.461,13.9439936,13.9435043,7.10940218,6.99618864,16.4366226,16#0C202000
1.462,13.9510975,13.9499607,7.09822464,7.0225482,16.4144096,16#0C202000
1.463,13.95819,13.9580708,7.08692408,7.0761013,16.3217278,16#0C202000
1.464,13.965271,13.9641733,7.07549858,7.15167379,16.3225746,16#0C202000
1.465,13.9723406,13.9708662,7.06394958,7.22093439,16.3343391,16#0C202000
1.466,13.9793997,13.9769688,7.0522747,7.23113585,16.3906708,16#0C202000
1.467,13.9864454,13.9861021,7.04047537,7.15426254,16.2697334,16#0C202000
1.468,13.9934797,13.9905119,7.02855158,7.0277133,16.3643532,16#0C202000
1.469,14.0005026,13.998662,7.01650047,6.90959644,16.3278503,16#0C202000
1.47,14.007513,14.005394,7.00432348,6.82379818,16.3132362,16#0C202000
1.471,14.0145111,14.0133467,6.99201965,6.78501368,16.2286491,16#0C202000
1.472,14.0214968,14.020236,6.97958899,6.81756878,16.1752357,16#0C202000
1.473,14.028471,14.026063,6.96703148,6.91647959,16.2081299,16#0C202000
1.474,14.0354309,14.0336618,6.95434666,7.02466869,16.1696892,16#0C202000
1.475,14.0423794,14.0429525,6.94153261,7.09071016,15.9793215,16#0C202000
